entity_id,display_name,category,confidence,claim_type,pool_id_bech32,ticker,pool_status,current_active_stake_ada,current_pct_supply,current_pct_saturation,declared_pledge_ada,pledge_tag,margin_pct,fixed_cost_ada,health_tag_current,saturation_tag_current,snapshot_epoch_no,snapshot_owner_active_stake_ada,snapshot_declared_pledge_ada,snapshot_owner_vs_pledge_ratio,snapshot_pledge_tag,meta_domain,meta_url,pool_group,adastat_group,balanceanalytics_group,reward_addr,relay_hints
ONE_PERCENT,1PCT,declared_brand,High,Same operator cluster,pool1ua0lx5ap5tj9f5l7tyjflp766ca5yu93djh5hqvm4e0kjgw5k7v,1PCT6,registered,5349858.049,0.0139,6.95,50000.000,Low pledge,1.00,340.000,Healthy core,Underfilled,618,50396.901,50000.000,1.008,Meets pledge in latest local snapshot,www.1percentpool.eu,https://www.1percentpool.eu/1PCT6v1.metadata.json,1PCT,1percentpool.eu,1PCT,stake1u9yw5xptk4mant5z6dechev835z6yj8npx6ugthrj2l00dgun6us9,r1.1percentpool.eu; r2.1percentpool.eu
ONE_PERCENT,1PCT,declared_brand,High,Same operator cluster,pool1ddgcpgjcyawxw95se9x8qnc8gxgwjr4fqrk4vk6v9x47s0ggpjp,1PCT8,registered,5041238.019,0.0131,6.55,50000.000,Low pledge,1.00,340.000,Healthy core,Underfilled,618,50413.628,225000.000,0.224,Below pledge in latest local snapshot,www.1percentpool.eu,https://www.1percentpool.eu/1PCT8v1.metadata.json,1PCT,1percentpool.eu,1PCT,stake1u980y5zezjg8j0yddk7tk0mvg97cd2qa3lyaj8yqmt8wacc7yynh7,r1.1percentpool.eu; r2.1percentpool.eu
ONE_PERCENT,1PCT,declared_brand,High,Same operator cluster,pool1supp67ypelmgzuzqqvarc6czgmg3ggwpnrnfr90xpfcqqf8h05t,1PCT,registered,4172401.218,0.0108,5.42,50000.000,Low pledge,1.00,340.000,Healthy core,Underfilled,618,50377.634,50000.000,1.008,Meets pledge in latest local snapshot,www.1percentpool.eu,https://www.1percentpool.eu/1PCTv1.metadata.json,1PCT,1percentpool.eu,1PCT,stake1uxkakvy0cgqwzj6nngdwng4ehnk6rvtjje8hf0zw36xuevgn533h9,r1.1percentpool.eu; r2.1percentpool.eu
ONE_PERCENT,1PCT,declared_brand,High,Same operator cluster,pool1e4tjrl3ve7dcqwa70pexds6f8llk0txx09gm3r4m472ej4p6473,1PCT8,registered,2408432.367,0.0063,3.13,50000.000,Low pledge,1.00,340.000,Subscale active,Underfilled,618,50386.726,225000.000,0.224,Below pledge in latest local snapshot,www.1percentpool.eu,https://www.1percentpool.eu/1PCT8v2.metadata.json,1PCT,1percentpool.eu,1PCT,stake1u8us06jg8uxnma8su00wz9pcnuw8g5glwltphtypttc4rfsyyvx6n,r1.1percentpool.eu; r2.1percentpool.eu
ONE_PERCENT,1PCT,declared_brand,High,Same operator cluster,pool1dww6s8stvm7dl2n8740s3v5rnxmsuqcl8jcnu64g7cds5w29pft,1PCT3,registered,2005922.138,0.0052,2.61,50000.000,Low pledge,1.00,340.000,Subscale active,Underfilled,618,50380.751,225000.000,0.224,Below pledge in latest local snapshot,www.1percentpool.eu,https://www.1percentpool.eu/1PCT3v3.metadata.json,1PCT,1percentpool.eu,1PCT,stake1u9cf9sk8mvtx5zzyjw3maug3h8y2my997nyjn2znhgl87mg2tlnyu,r1.1percentpool.eu; r2.1percentpool.eu
ONE_PERCENT,1PCT,declared_brand,High,Same operator cluster,pool18mege8wvzzdvh8cxx6ncnqyvacl4lxukw495c87xmz8qcdl6lj8,1PCT6,registered,709695.239,0.0018,0.92,50000.000,Low pledge,1.00,340.000,Subscale active,Underfilled,618,50016.667,50000.000,1.000,Meets pledge in latest local snapshot,www.1percentpool.eu,https://www.1percentpool.eu/1PCT6v2.metadata.json,1PCT,1percentpool.eu,1PCT,stake1uyh5w3nnuvlq9uyh0cuffnj3gfk8fzvsdx7trus5sd6wlvgky0pry,r1.1percentpool.eu; r2.1percentpool.eu
ONE_PERCENT,1PCT,declared_brand,High,Same operator cluster,pool1258yqnsegc3k7raqcdkxu4893aqexxljflmg9g96yfha2qytayv,1PCT2,registered,668807.538,0.0017,0.87,50000.000,Low pledge,1.00,340.000,Subscale active,Underfilled,618,50380.752,225000.000,0.224,Below pledge in latest local snapshot,www.1percentpool.eu,https://www.1percentpool.eu/1PCT2v3.metadata.json,1PCT,1percentpool.eu,1PCT,stake1uyan7v8fahctppdh7g6ka6l4jt4kj0m4dzyfq8am8msj4zg8kq5x0,r1.1percentpool.eu; r2.1percentpool.eu
ONE_PERCENT,1PCT,declared_brand,High,Same operator cluster,pool1ayfjmnrv5vg6tfducvysn360re6qfwuv2rhc4ph6jk33ztuxlhq,1PCT5,registered,527295.726,0.0014,0.69,50000.000,Low pledge,1.00,340.000,Subscale active,Underfilled,618,50328.233,50000.000,1.007,Meets pledge in latest local snapshot,www.1percentpool.eu,https://www.1percentpool.eu/1PCT5v2.metadata.json,1PCT,1percentpool.eu,1PCT,stake1u8wr59c55306zy4hssf75km7vyzfq6cl8hrwe3d62d8mvhqh25t6j,r1.1percentpool.eu; r2.1percentpool.eu
ONE_PERCENT,1PCT,declared_brand,High,Same operator cluster,pool1w4am4s9w4gkt8r0245km62vtnnv9hhq6j68exzh2pyaxxfaq0gc,1PCT2,registered,444525.078,0.0012,0.58,50000.000,Low pledge,1.00,340.000,Subscale active,Underfilled,618,50014.635,50000.000,1.000,Meets pledge in latest local snapshot,www.1percentpool.eu,https://www.1percentpool.eu/1PCT2v2.metadata.json,1PCT,1percentpool.eu,1PCT,stake1u8zxyyuea2mt6hr4jes0a6vaqkdwfg6l99cj9y55sedtytghjwk5h,r1.1percentpool.eu; r2.1percentpool.eu
ONE_PERCENT,1PCT,declared_brand,High,Same operator cluster,pool1yl76e0fhq0kcfy2jqs2mt6hl9xeyrnesehqp0p4s896lwv7hrta,1PCT9,registered,389734.787,0.0010,0.51,50000.000,Low pledge,1.00,340.000,Subscale active,Underfilled,323,53547.556,50000.000,1.071,Meets pledge in latest local snapshot,www.1percentpool.eu,https://www.1percentpool.eu/1PCT9v2.metadata.json,1PCT,1percentpool.eu,1PCT,stake1u9y9pdewtfttf6e28qn756nv0czkn03t6pq9ufcy8chtv4gvneqsx,r1.1percentpool.eu; r2.1percentpool.eu
ONE_PERCENT,1PCT,declared_brand,High,Same operator cluster,pool18zn7wa345uytjgds9hypn3jugnzqtfm4cny7anskkcmgwwxtwca,1PCT7,registered,352857.656,0.0009,0.46,50000.000,Low pledge,1.00,340.000,Subscale active,Underfilled,618,50015.052,50000.000,1.000,Meets pledge in latest local snapshot,www.1percentpool.eu,https://www.1percentpool.eu/1PCT7v2.metadata.json,1PCT,1percentpool.eu,1PCT,stake1uycyrnw23zy0xln2q5cc2wd39u30ykdycva7pex2zsjyczctkmwrm,r1.1percentpool.eu; r2.1percentpool.eu
ONE_PERCENT,1PCT,declared_brand,High,Same operator cluster,pool1lllmq2jgcqrag5c77lpc5m34fsqn63leadyx9tzx842n66ly3ql,,registered,265395.792,0.0007,0.34,100000.000,Low pledge,0.00,340.000,Subscale active,Underfilled,618,120135.428,100000.000,1.201,Meets pledge in latest local snapshot,www.epicpool.eu,https://www.epicpool.eu/EPIC.metadata.json,1PCT,,1PCT,stake1u99teytu37qrpuheejpdpnc504skwd780mu7tfy6p9d6v2cfjzzmp,relay1.epicpool.eu; relay2.epicpool.eu
ONE_PERCENT,1PCT,declared_brand,High,Same operator cluster,pool1qdjx5xeeu6288ftmhmdr0c6mazkua7m07cydmr78ymfhz7jj7g4,1PCT,registered,255098.444,0.0007,0.33,50000.000,Low pledge,1.00,340.000,Subscale active,Underfilled,618,50012.398,50000.000,1.000,Meets pledge in latest local snapshot,www.1percentpool.eu,https://www.1percentpool.eu/1PCTv2.metadata.json,1PCT,1percentpool.eu,1PCT,stake1uxp55hg25lkttjnfs5ee9ndfq93qg3gmg7w00y2wn4kw9nc5krkj9,r1.1percentpool.eu; r2.1percentpool.eu
ONE_PERCENT,1PCT,declared_brand,High,Same operator cluster,pool15xgej4c7ns20y5pt7dc5vq6yj87ss5sl2ffucmh5j766j90ppur,1PCT5,registered,220442.909,0.0006,0.29,50000.000,Low pledge,1.00,340.000,Subscale active,Underfilled,618,50011.828,225000.000,0.222,Below pledge in latest local snapshot,www.1percentpool.eu,https://www.1percentpool.eu/1PCT5v3.metadata.json,1PCT,1percentpool.eu,1PCT,stake1uxypjn4nlhla953a36ru39ktkv857kdza7lqmmtdvfqp3xsjmeavx,r1.1percentpool.eu; r2.1percentpool.eu
ONE_PERCENT,1PCT,declared_brand,High,Same operator cluster,pool1zmtm8yef7725p9n7x433m50kvv9xpzjujnny9m5t960g5qm30ua,1PCT1,registered,199279.998,0.0005,0.26,50000.000,Low pledge,1.00,340.000,Subscale active,Underfilled,618,50021.455,50000.000,1.000,Meets pledge in latest local snapshot,www.1percentpool.eu,https://www.1percentpool.eu/1PCT1v3.metadata.json,1PCT,1percentpool.eu,1PCT,stake1uyc2m2txymte9glupz4nxe5gd7ka0x8uahdt7m6cymvrlugej9np2,r1.1percentpool.eu; r2.1percentpool.eu
ONE_PERCENT,1PCT,declared_brand,High,Same operator cluster,pool15a04yc72q4tfkwaweu86l0764urswee8c3zxperyrdq4kx8nvua,1PCT4,registered,82085.768,0.0002,0.11,50000.000,Low pledge,1.00,340.000,Dormant,Underfilled,618,50017.247,50000.000,1.000,Meets pledge in latest local snapshot,www.1percentpool.eu,https://www.1percentpool.eu/1PCT4v3.metadata.json,1PCT,1percentpool.eu,1PCT,stake1u8ukla5zeddm8uzyzy30nq4nk6uw8dnjvlz482ux6dt74qsntv987,r1.1percentpool.eu; r2.1percentpool.eu
ONE_PERCENT,1PCT,declared_brand,High,Same operator cluster,pool1m80jrruqnynpuqvmm5cyhxjqy2q8pnnpyu40sd02z0gkzehqxua,,registered,3233.968,0.0000,0.00,50000.000,Low pledge,1.00,340.000,Dormant,Underfilled,618,750.760,50000.000,0.015,Below pledge in latest local snapshot,1pct.net,http://1pct.net/poolMetaData.json,,,,stake1u9mt0q2fkyeeyv4trtam7wu8m9msnla5ulwtpwk8v9sfyvgl4qmx2,135.148.33.213
OCEAN,AdaOcean,declared_brand,High,Same operator cluster,pool1ell3xjtspzzz4vtsatscan6rheltf7j3hh2s8qsam2h3jvcxzm9,OCEA4,registered,46516450.715,0.1209,60.44,10000.000,Low pledge,3.90,500.000,Healthy core,Mid-scale,618,10099.810,10000.000,1.010,Meets pledge in latest local snapshot,adaocean.com,https://adaocean.com/poolmeta-four.json,OCEAN,adaocean.com,OCEAN,stake1uxleq7xze5uwwx82rjdpdfhpsw8655t2v5sdmgj9lz0f40q7te5rz,relay1.adaocean.com; relay2.adaocean.com; relay3.adaocean.com; relay4.adaocean.com; relay5.adaocean.com
OCEAN,AdaOcean,declared_brand,High,Same operator cluster,pool1ctzja2cdwyeqnvehmrlclc5wrn9w9acwklk3acn73jrx56d66vs,OCEA2,registered,40199374.029,0.1045,52.23,10000.000,Low pledge,3.90,500.000,Healthy core,Mid-scale,618,10099.810,10000.000,1.010,Meets pledge in latest local snapshot,adaocean.com,https://adaocean.com/poolmeta-two.json,OCEAN,adaocean.com,OCEAN,stake1u9qju0qmhagrvsr5llqd07wsnf628uuu5qgtdlmsht5756s8yt33y,relay1.adaocean.com; relay2.adaocean.com; relay3.adaocean.com; relay4.adaocean.com; relay5.adaocean.com
OCEAN,AdaOcean,declared_brand,High,Same operator cluster,pool1vc8jp7uagxgh8trzx7r260ndcydz89ges8sws05cyv7jj8q8gqs,OCEA3,registered,38753735.726,0.1007,50.35,10000.000,Low pledge,3.90,500.000,Healthy core,Mid-scale,618,10099.810,10000.000,1.010,Meets pledge in latest local snapshot,adaocean.com,https://adaocean.com/poolmeta-three.json,OCEAN,adaocean.com,OCEAN,stake1ux420xxh7xj9sg6uepn4qlfee6u5ms8draz68czjn4mpt7cr3q78j,relay1.adaocean.com; relay2.adaocean.com; relay3.adaocean.com; relay4.adaocean.com; relay5.adaocean.com
OCEAN,AdaOcean,declared_brand,High,Same operator cluster,pool1a2nh3ktswllhwf07fjahpdg5mpqyq7j950pyftq9765r6t4cefl,OCEAN,registered,35731104.061,0.0928,46.42,10000.000,Low pledge,3.90,500.000,Healthy core,Mid-scale,618,10099.810,10000.000,1.010,Meets pledge in latest local snapshot,adaocean.com,https://adaocean.com/poolmeta.json,OCEAN,adaocean.com,OCEAN,stake1u8js5hwxpyp28r5tk77vvz3lp8vpgg69w2ma7sxw5nsnxsq0zkds0,relay1.adaocean.com; relay2.adaocean.com; relay3.adaocean.com; relay4.adaocean.com; relay5.adaocean.com
OCEAN,AdaOcean,declared_brand,High,Same operator cluster,pool1s0cfkzheywsftgwp0yz7sq4rt5gyf7t5kfwj5a269kpxvndjn6q,OCEA5,registered,18717667.103,0.0486,24.32,10000.000,Low pledge,3.90,500.000,Healthy core,Mid-scale,618,10099.810,10000.000,1.010,Meets pledge in latest local snapshot,adaocean.com,https://adaocean.com/poolmeta-five.json,OCEAN,adaocean.com,OCEAN,stake1u96mtkajyk6rtlknr92x5ypmh3gd6kmyltpjh0fmvpaslwqzsrlc3,relay1.adaocean.com; relay2.adaocean.com; relay3.adaocean.com; relay4.adaocean.com; relay5.adaocean.com
OCEAN,AdaOcean,declared_brand,High,Same operator cluster,pool1zk6uxgptztrxxamzd0ugrtu84xg8mjymd2xcdvxqazpruqt9r3x,OCEA1,registered,5486400.772,0.0143,7.13,10000.000,Low pledge,3.90,500.000,Healthy core,Underfilled,618,10099.810,15000.000,0.673,Below pledge in latest local snapshot,adaocean.com,https://adaocean.com/poolmeta-onea.json,OCEAN,adaocean.com,OCEAN,stake1u80k8upwgcp5lhprnsq9ggmqycukkh88wpynp3kjt2jzv6qws62a8,relay1.adaocean.com; relay2.adaocean.com; relay3.adaocean.com; relay4.adaocean.com; relay5.adaocean.com
OCEAN,AdaOcean,declared_brand,High,Same operator cluster,pool1twd9vvegn3fqq0f4n08p3aml2ud8q87njs49900rycj4sr5hhcy,AOAUS,registered,2542709.414,0.0066,3.30,60000.000,Low pledge,1.00,340.000,Subscale active,Underfilled,618,71525.918,60000.000,1.192,Meets pledge in latest local snapshot,cybercyclone.github.io,https://cybercyclone.github.io/aoaus.github.io/,,,SINGLEPOOL,stake1u9un0rc2htrkevlul546zj8xr9l4yu40v9xyrmjnttg6xnssx5gxn,brisbane.adaocean.com.au; melbourne.adaocean.com.au; perth.adaocean.com.au; southafrica.adaocean.com.au; sydney.adaocean.com.au
OCEAN,AdaOcean,declared_brand,High,Same operator cluster,pool1ffrre548h22n68ln29xph3qezrag3z8ad0kg8yzu6epds3qr58k,OCEA6,registered,520722.922,0.0014,0.68,10000.000,Low pledge,3.90,500.000,Subscale active,Underfilled,618,10099.810,10000.000,1.010,Meets pledge in latest local snapshot,adaocean.com,https://adaocean.com/poolmeta-six.json,OCEAN,adaocean.com,OCEAN,stake1u9kqn6acnxv45c5ht7u7zg7furwesxewlf8s7xuwwx6quvsqmjd7c,relay1.adaocean.com; relay2.adaocean.com; relay3.adaocean.com; relay4.adaocean.com; relay5.adaocean.com
OCEAN,AdaOcean,declared_brand,High,Same operator cluster,pool1xaudqyen24fz02vhu9qa2ry44suzfk8z3lh7sc6qx7c3gpweww2,OCEA7,registered,422495.533,0.0011,0.55,10000.000,Low pledge,3.90,500.000,Subscale active,Underfilled,618,10099.810,15000.000,0.673,Below pledge in latest local snapshot,adaocean.com,https://adaocean.com/poolmeta-seven.json,OCEAN,adaocean.com,OCEAN,stake1uyj4jp52aksn6aaxvgvc26h64j7v53g3c4ccc8fjj0yh2eqqeww4m,relay1.adaocean.com; relay2.adaocean.com; relay3.adaocean.com; relay4.adaocean.com; relay5.adaocean.com
OCEAN,AdaOcean,declared_brand,High,Same operator cluster,pool1wjsshqjpl3n6zlscnfvyy9gxklkav2dvfyprfye6l0kewyvv6yj,SAFE,registered,388413.795,0.0010,0.50,180000.000,Low pledge,5.50,340.000,Subscale active,Underfilled,618,195001.723,180000.000,1.083,Meets pledge in latest local snapshot,jolly-ocean-0bab2f303.azurestaticapps.net,https://jolly-ocean-0bab2f303.azurestaticapps.net/SAFE.json,SAFEBLOCK,,SINGLEPOOL,stake1u933nn88e9krh2a9dnntadvqyghv6usumgh2ekultwjtyeqcz7jsy,r0.eun.mainnet.safestak.com; r1.eun.mainnet.safestak.com
ADALITE_PLATFORM,Adalite platform cluster,platform_cluster,Low-Medium,Not asserted as same legal entity,pool1r9fpxs4kcn80kylsjxs8tg3p50nk2s66qerfqtw4x70n5740nj9,,registered,76273181.286,0.1982,99.10,71000000.000,High pledge,100.00,340.000,Healthy core,Near saturation,618,76273173.806,400.000,190682.935,Meets pledge in latest local snapshot,,,ADALITE,,ADALITE,stake1uxnh8y2djdyfnvm9dal5ahpjj0zcqnwz3ra2g68ktplstesfsngzt,13.236.12.204
ADALITE_PLATFORM,Adalite platform cluster,platform_cluster,Low-Medium,Not asserted as same legal entity,pool1kmmahq4upmm5j8fkh3xa9vd7gdffkp8pd4axucfh4w4dw549yqe,,registered,76223650.293,0.1981,99.03,71000000.000,High pledge,100.00,340.000,Healthy core,Near saturation,618,76223650.293,71000000.000,1.074,Meets pledge in latest local snapshot,,,ADALITE,,ADALITE,stake1ux7runemca9lp6l9fhkkwshs53p3vfqm0arfllpy0ahrmfgqt44y6,13.211.73.179
ADALITE_PLATFORM,Adalite platform cluster,platform_cluster,Low-Medium,Not asserted as same legal entity,pool1yraracv4ntq9azvjw2nkw8g4xluujalz8fpt2stz8rw6k0zueuv,,registered,5508732.693,0.0143,7.16,5210000.000,Material pledge,100.00,340.000,Healthy core,Underfilled,618,5508732.693,5210000.000,1.057,Meets pledge in latest local snapshot,,,ADALITE,,ADALITE,stake1u852v496qff9trx9dwqxrlv90tm5ywzf0uwjd9h8vy67j0gc5sqx5,
AUTOSTAKE,AutoStake,declared_brand,High,Same operator cluster,pool1zz7x8ergn02chznayj9fjds2gk5q6prmpdr49faspd65kzqsrjs,AUTO,registered,62582517.587,0.1626,81.31,100.000,Minimal pledge,0.00,170.000,Healthy core,Near saturation,618,2758.933,100.000,27.589,Meets pledge in latest local snapshot,autostake.com,https://autostake.com/ada/CRYPT.json,NGINE,autostake.com,NGINE,stake1uyql88m6k2sftmvhq3j0v9qzls525ksasa2lngjpa8gd49suht5zt,cardano-relays.autostake.com
AUTOSTAKE,AutoStake,declared_brand,High,Same operator cluster,pool1ljywsch33t7gaf02aeeqkqpuku0ngpwl9fm04t7u5sl5xyunmgp,AUTO,registered,20669317.027,0.0537,26.85,100.000,Minimal pledge,0.00,170.000,Healthy core,Mid-scale,618,2508.962,100.000,25.090,Meets pledge in latest local snapshot,autostake.com,https://autostake.com/ada/NGINE.json,NGINE,autostake.com,NGINE,stake1u82tku80stpet5j8xp2xyakecwrgk9ascufpqvfp4d3jauq6s0cjx,cardano-relays.autostake.com
AUTOSTAKE,AutoStake,declared_brand,High,Same operator cluster,pool1yet04d4ykpp7me8uc2jx2glxrx88kt9uhmv6jeh7xkmtu5zucna,AUTO,registered,377851.654,0.0010,0.49,100.000,Minimal pledge,0.00,170.000,Subscale active,Underfilled,618,100.000,100.000,1.000,Meets pledge in latest local snapshot,autostake.com,https://autostake.com/ada/HODL.json,NGINE,autostake.com,NGINE,stake1u9nv5k9hextw35jrhpxmpeuxz2uq0r3w979lfh8s0ssrcrgq4t3gc,cardano-relays.autostake.com
